seguidor_id,seguido_id,desde
user_1620,user_4387,2022-05-10
user_3916,user_4074,2023-07-21
user_3916,user_4994,2023-05-08
user_3916,user_1775,2023-04-25
user_3916,user_2429,2022-05-02
user_3916,user_9617,2023-08-06
user_4729,user_3372,2022-04-13
user_8391,user_7219,2023-06-03
user_8391,user_9339,2023-06-26
user_8391,user_2107,2022-09-19
user_8391,user_7206,2023-01-03
user_6183,user_2279,2023-04-30
user_6183,user_7529,2022-03-22
user_6183,user_5616,2022-04-19
user_9762,user_4310,2023-10-27
user_9762,user_8726,2022-07-08
user_9762,user_7749,2022-04-27
user_9762,user_6143,2022-06-29
user_2189,user_3955,2023-08-29
user_2189,user_7348,2023-03-30
user_2189,user_5226,2022-08-24
user_2189,user_1852,2023-08-08
user_5748,user_9810,2023-06-03
user_5748,user_4296,2023-12-19
user_2417,user_5932,2022-05-16
user_2417,user_2520,2022-06-17
user_7249,user_2591,2023-05-08
user_7249,user_3345,2022-04-05
user_7249,user_6648,2022-11-18
user_7249,user_3060,2022-05-15
user_7249,user_3626,2023-10-03
user_8765,user_8949,2023-06-06
user_8765,user_8147,2022-03-06
user_8765,user_2676,2022-07-19
user_3234,user_8500,2022-05-13
user_3234,user_1906,2023-10-08
user_5832,user_4695,2023-02-08
user_5832,user_4872,2022-04-01
user_5832,user_4963,2023-12-10
user_5832,user_7143,2023-10-17
user_5832,user_1198,2022-01-08
user_7113,user_6465,2023-11-03
user_7113,user_8387,2022-02-28
user_3316,user_6232,2023-11-24
user_3316,user_8059,2022-11-12
user_3316,user_6219,2023-12-06
user_7456,user_3182,2023-04-03
user_7456,user_3550,2022-03-26
user_5992,user_7364,2022-11-03
user_5992,user_8352,2023-05-09
user_5992,user_8406,2022-12-21
user_5992,user_7280,2022-07-19
user_4469,user_1195,2022-11-07
user_3333,user_4039,2022-07-13
user_3333,user_8848,2023-07-19
user_5140,user_5845,2023-01-31
user_5140,user_7741,2023-06-02
user_5140,user_3060,2023-02-08
user_1891,user_3521,2022-09-20
user_2198,user_6854,2023-05-12
user_2198,user_2983,2023-05-16
user_5107,user_4531,2022-07-21
user_5107,user_5456,2022-08-08
user_5107,user_7009,2023-07-17
user_5107,user_7983,2023-02-06
user_4842,user_6016,2022-08-29
user_4842,user_1595,2023-09-27
user_4842,user_6452,2023-07-19
user_4842,user_9873,2022-03-11
user_4842,user_7012,2022-11-03
user_2143,user_3450,2023-12-31
user_2143,user_5105,2022-06-14
user_8383,user_5979,2022-12-02
user_8383,user_6551,2023-08-14
user_8383,user_9431,2023-01-02
user_8383,user_5765,2023-12-05
user_3496,user_7901,2023-09-11
user_3496,user_7459,2022-02-18
user_3496,user_4933,2022-11-30
user_3496,user_5570,2022-04-14
user_3496,user_8096,2023-09-22
user_6182,user_3223,2023-11-18
user_6131,user_7652,2022-02-12
user_6131,user_5296,2023-06-01
user_6131,user_3985,2022-09-16
user_6131,user_4362,2023-12-06
user_6131,user_5034,2023-09-27
user_8145,user_1530,2022-08-17
user_8145,user_3991,2022-09-03
user_8145,user_1109,2022-04-12
user_3200,user_2679,2023-06-29
user_3200,user_8144,2022-11-29
user_3200,user_6013,2023-03-22
user_3200,user_8717,2023-06-11
user_8863,user_3945,2022-01-06
user_8863,user_4587,2022-05-15
user_8863,user_3704,2022-04-29
user_3879,user_3467,2023-02-26
user_3879,user_1303,2022-09-12
user_3879,user_5764,2022-03-06
user_3879,user_1056,2022-02-10
user_5597,user_6134,2023-05-28
user_5597,user_1777,2022-02-26
user_5312,user_4448,2023-11-28
user_5312,user_2926,2022-06-09
user_5312,user_3960,2022-12-10
user_5312,user_6599,2022-07-18
user_1511,user_8749,2023-04-07
user_1511,user_7841,2022-06-29
user_1511,user_7342,2023-02-08
user_1511,user_9590,2022-07-20
user_1511,user_1762,2023-08-24
user_9904,user_5205,2023-06-21
user_9904,user_3935,2022-05-31
user_9904,user_9207,2022-07-18
user_9904,user_6670,2022-06-06
user_9904,user_6931,2023-01-15
user_6993,user_3915,2022-11-16
user_6993,user_9615,2022-07-22
user_6993,user_4544,2023-03-23
user_5767,user_1970,2023-10-23
user_5767,user_5453,2022-07-12
user_5767,user_8484,2023-12-23
user_5767,user_7038,2023-08-30
user_9362,user_4060,2023-03-05
user_9362,user_7671,2022-10-04
user_9227,user_6712,2022-10-14
user_3717,user_6611,2023-09-02
user_3608,user_9265,2022-04-07
user_3608,user_8718,2022-12-18
user_3608,user_9062,2022-04-24
user_3608,user_6779,2022-05-27
user_3395,user_6698,2023-04-12
user_3395,user_1859,2023-05-05
user_3395,user_5115,2022-11-02
user_6878,user_6573,2023-06-19
user_6878,user_2897,2023-11-23
user_4796,user_1994,2022-03-25
user_4796,user_7336,2023-03-09
user_4796,user_1056,2022-03-01
user_4834,user_5949,2023-05-16
user_4834,user_4192,2023-09-22
user_4834,user_7593,2022-05-12
user_4834,user_7909,2023-01-03
user_4834,user_5112,2023-12-29
user_9485,user_7174,2023-07-29
user_9485,user_1668,2023-11-07
user_9485,user_7623,2023-04-01
user_9485,user_8660,2022-11-09
user_8448,user_4794,2022-08-26
user_8448,user_2329,2023-12-19
user_8448,user_8749,2023-05-14
user_8448,user_3739,2023-04-02
user_8448,user_7618,2022-05-24
user_2691,user_1997,2022-07-10
user_2691,user_7921,2022-03-08
user_2691,user_4587,2023-09-13
user_2691,user_1269,2022-09-26
user_2691,user_7786,2023-07-26
user_5314,user_4810,2022-03-01
user_5314,user_1992,2023-07-20
user_5314,user_6766,2022-07-26
user_3848,user_3415,2023-12-01
user_6985,user_9401,2022-04-22
user_6985,user_7253,2022-07-13
user_6985,user_6473,2023-02-23
user_6985,user_5677,2023-05-18
user_9465,user_6816,2022-07-19
user_9465,user_9091,2022-04-07
user_9465,user_8873,2022-02-06
user_9465,user_2316,2022-09-23
user_9460,user_5126,2023-07-02
user_9460,user_4192,2022-12-13
user_9460,user_1517,2022-08-26
user_9460,user_7844,2023-12-30
user_8976,user_8723,2022-08-06
user_9222,user_8283,2022-07-09
user_9222,user_8582,2023-12-15
user_9222,user_4398,2023-02-18
user_9222,user_6714,2023-05-19
user_4768,user_2524,2022-03-09
user_4768,user_8802,2022-02-15
user_4768,user_7085,2022-12-08
user_4768,user_6216,2022-05-30
user_4768,user_9527,2023-02-21
user_4465,user_6599,2022-06-16
user_4465,user_5814,2022-04-13
user_4465,user_1638,2022-02-12
user_4465,user_6607,2022-07-12
user_4465,user_9510,2023-02-08
user_6934,user_8273,2023-03-16
user_6934,user_8833,2023-05-11
user_6934,user_5115,2022-04-05
user_6934,user_8387,2023-01-19
user_4773,user_3679,2022-07-23
user_4773,user_4603,2023-07-31
user_4773,user_5602,2022-11-25
user_2856,user_6598,2023-06-23
user_7732,user_3594,2022-04-12
user_7732,user_2718,2023-11-03
user_7732,user_1894,2023-08-20
user_7732,user_6280,2022-07-18
user_7732,user_8239,2023-11-08
user_3095,user_6565,2023-12-14
user_3095,user_7961,2022-04-28
user_3095,user_2336,2022-06-16
user_3095,user_5628,2022-05-15
user_3207,user_3889,2023-01-09
user_3207,user_3855,2022-11-26
user_3406,user_1016,2022-09-07
user_3406,user_4169,2022-08-29
user_3949,user_9334,2023-02-22
user_3949,user_3825,2023-12-16
user_3949,user_2723,2022-04-17
user_1305,user_2008,2022-07-08
user_1305,user_6951,2022-08-02
user_1305,user_4865,2023-09-30
user_1305,user_8495,2023-03-14
user_1305,user_3094,2022-01-10
user_8723,user_4448,2023-11-28
user_8723,user_6334,2023-01-23
user_7730,user_5385,2023-09-26
user_7730,user_4700,2023-10-11
user_7730,user_3415,2023-05-26
user_8429,user_2253,2023-11-14
user_8429,user_5447,2022-08-16
user_8429,user_5760,2022-11-03
user_8429,user_6325,2022-07-12
user_4765,user_8583,2023-02-28
user_4765,user_2247,2022-10-23
user_4765,user_6480,2022-01-21
user_4765,user_1114,2022-06-09
user_4765,user_8450,2023-07-06
user_2778,user_6194,2023-03-14
user_2778,user_7048,2022-03-23
user_2778,user_5558,2023-04-30
user_2778,user_3988,2022-04-29
user_9263,user_5355,2023-07-19
user_9263,user_6853,2023-10-28
user_9263,user_9121,2023-03-15
user_2577,user_8271,2022-09-06
user_2577,user_8040,2023-01-10
user_1639,user_1845,2022-08-06
user_1639,user_2394,2022-12-11
user_2526,user_4730,2022-12-02
user_2526,user_7359,2023-05-25
user_2526,user_7070,2022-03-26
user_9835,user_5280,2022-01-12
user_9553,user_5892,2022-10-04
user_9680,user_4482,2022-05-28
user_9680,user_2264,2023-06-10
user_9680,user_3974,2023-07-17
user_9680,user_8242,2022-06-17
user_2600,user_2843,2023-08-10
user_2600,user_4156,2022-03-25
user_8817,user_2878,2023-02-10
user_5641,user_6546,2022-05-05
user_5641,user_4814,2023-09-23
user_5641,user_8626,2023-04-10
user_5641,user_1466,2022-09-25
user_5223,user_2161,2022-03-27
user_5223,user_2978,2022-11-08
user_5223,user_2357,2022-03-09
user_5223,user_4519,2022-09-07
user_5223,user_9758,2023-11-03
user_7144,user_7481,2023-08-02
user_7144,user_1648,2022-08-10
user_7698,user_3506,2022-06-20
user_7980,user_3397,2023-10-19
user_5281,user_1797,2022-05-01
user_5281,user_2451,2022-11-01
user_6990,user_6681,2022-06-06
user_6990,user_1200,2023-12-06
user_6990,user_5411,2023-10-10
user_4337,user_2645,2022-10-09
user_4337,user_7901,2023-12-06
user_4337,user_5695,2023-04-19
user_4337,user_5931,2023-08-25
user_4337,user_5831,2023-10-23
user_8904,user_2516,2023-02-17
user_8904,user_1601,2022-12-05
user_8925,user_4293,2022-11-25
user_8925,user_9982,2023-08-26
user_8925,user_9432,2023-12-02
user_6641,user_7352,2022-06-18
user_6641,user_3833,2022-03-31
user_2951,user_3789,2022-05-29
user_2951,user_4810,2022-06-01
user_3650,user_9799,2022-05-02
user_3650,user_1114,2022-03-05
user_3650,user_2596,2022-06-28
user_3650,user_8005,2022-11-05
user_3650,user_6844,2023-09-01
user_7562,user_4387,2022-10-25
user_7562,user_1168,2022-12-17
user_1852,user_8836,2023-04-01
user_1852,user_2217,2022-01-08
user_1852,user_3514,2023-07-26
user_1852,user_8007,2023-10-25
user_1852,user_1703,2022-10-22
user_2492,user_9976,2022-06-10
user_2492,user_7422,2022-04-27
user_2492,user_3067,2022-11-18
user_4633,user_9701,2022-12-20
user_4633,user_7591,2022-07-27
user_4633,user_7022,2022-06-17
user_4633,user_6416,2023-07-15
user_9536,user_1217,2023-02-27
user_9536,user_5860,2022-05-16
user_9536,user_9744,2022-09-06
user_9536,user_8928,2023-03-09
user_1941,user_6682,2022-03-25
user_1941,user_8012,2022-03-14
user_1941,user_5767,2023-02-20
user_1941,user_1105,2022-03-14
user_8192,user_5979,2022-06-16
user_8192,user_5947,2022-03-04
user_8192,user_2369,2023-01-01
user_8192,user_4366,2022-03-05
user_5685,user_8301,2023-04-18
user_5685,user_6941,2023-03-27
user_9364,user_9158,2022-03-22
user_9364,user_2307,2023-11-19
user_9364,user_1194,2022-09-07
user_3776,user_5194,2023-08-07
user_4919,user_8366,2022-09-24
user_4919,user_4695,2023-02-06
user_4919,user_4806,2023-12-28
user_4919,user_8583,2022-05-04
user_2422,user_4731,2023-01-18
user_2422,user_3690,2022-03-07
user_2422,user_7790,2023-01-13
user_2422,user_1562,2022-03-08
user_2422,user_4456,2023-12-26
user_6785,user_3423,2022-08-29
user_6785,user_5854,2023-11-28
user_6785,user_1813,2023-08-25
user_6785,user_8856,2022-05-08
user_6785,user_3202,2022-07-06
user_4281,user_8881,2022-10-13
user_4281,user_3494,2022-07-24
user_4281,user_3763,2022-05-17
user_2477,user_5331,2023-03-26
user_2477,user_2520,2022-09-27
user_2477,user_9163,2023-04-26
user_6703,user_5325,2023-12-07
user_6703,user_4562,2022-03-14
user_6703,user_1878,2023-08-13
user_6703,user_2040,2022-10-09
user_4707,user_2527,2023-03-05
user_4707,user_5439,2022-05-19
user_4707,user_6983,2022-11-25
user_4707,user_2443,2023-04-26
user_7618,user_6951,2023-04-07
user_7618,user_3743,2023-01-26
user_3867,user_2710,2023-08-15
user_3867,user_4171,2022-04-25
user_2185,user_8319,2022-11-28
user_2917,user_5875,2023-11-24
user_2917,user_8522,2022-07-14
user_5098,user_5920,2022-09-28
user_8923,user_1885,2023-03-21
user_8923,user_9284,2023-06-29
user_8923,user_5549,2022-11-09
user_8923,user_6378,2022-05-12
user_8923,user_2104,2022-04-05
user_8517,user_6347,2023-05-24
user_8517,user_2591,2023-12-08
user_8517,user_2465,2022-01-09
user_8517,user_1637,2022-09-09
user_1448,user_9543,2022-06-03
user_4767,user_2846,2022-04-27
user_4767,user_7567,2023-02-07
user_4767,user_4227,2022-04-19
user_4767,user_8947,2022-10-15
user_4767,user_9538,2023-08-09
user_9462,user_3211,2023-02-13
user_9462,user_7629,2022-04-11
user_9462,user_1477,2023-12-20
user_9462,user_8346,2022-12-03
user_9462,user_3007,2023-02-01
user_6603,user_5654,2022-09-27
user_6603,user_8855,2022-06-01
user_8807,user_2713,2022-03-02
user_8807,user_5459,2023-03-04
user_8807,user_9476,2023-09-12
user_8807,user_9113,2023-05-22
user_8807,user_1725,2022-03-22
user_5408,user_4497,2023-04-16
user_5408,user_8524,2023-10-07
user_9175,user_9126,2022-05-26
user_9175,user_1312,2022-07-06
user_9175,user_2593,2023-08-11
user_9175,user_5411,2022-08-28
user_9175,user_9103,2022-02-19
user_4965,user_1587,2022-03-24
user_4965,user_5456,2023-02-03
user_4965,user_8984,2022-04-07
user_4322,user_4407,2022-05-05
user_4322,user_9063,2023-04-24
user_4322,user_9324,2022-07-03
user_4322,user_4871,2023-04-07
user_6833,user_8220,2022-01-08
user_6833,user_3071,2023-11-26
user_6833,user_5221,2022-12-12
user_6833,user_2395,2023-08-18
user_6833,user_8492,2023-01-21
user_5501,user_7520,2022-09-19
user_5591,user_8090,2022-05-13
user_3101,user_6603,2022-12-08
user_3101,user_2001,2022-07-30
user_8836,user_3489,2023-02-13
user_8836,user_6946,2022-06-07
user_8836,user_7344,2023-09-03
user_8836,user_2328,2022-12-25
user_8836,user_7723,2023-02-21
user_6689,user_3876,2022-03-25
user_6689,user_7773,2022-11-15
user_8490,user_4747,2022-02-10
user_8490,user_3308,2022-05-20
user_8537,user_8453,2023-10-27
user_8537,user_3685,2023-01-13
user_8537,user_1488,2022-08-13
user_8537,user_4422,2022-04-06
user_8537,user_6201,2023-12-16
user_1193,user_6218,2023-10-25
user_1193,user_4232,2023-04-09
user_2650,user_4607,2022-03-13
user_2650,user_2498,2022-08-17
user_2650,user_8964,2022-10-12
user_2650,user_8142,2023-09-16
user_5254,user_3825,2023-10-01
user_4885,user_5243,2022-09-16
user_4885,user_4140,2022-08-12
user_6621,user_5742,2022-08-27
user_6621,user_5786,2023-12-27
user_6621,user_9231,2023-09-10
user_6621,user_5922,2022-04-12
user_6621,user_1719,2023-09-29
user_7945,user_9882,2023-06-23
user_6981,user_6594,2023-08-23
user_6981,user_8130,2023-03-02
user_6981,user_5375,2023-05-03
user_6981,user_5973,2022-11-10
user_3947,user_9995,2022-11-10
user_3947,user_3412,2023-01-27
user_3947,user_9404,2023-06-10
user_3947,user_3789,2022-04-06
user_3947,user_3198,2022-09-13
user_4744,user_3844,2022-07-20
user_4863,user_5370,2022-02-10
user_4863,user_6846,2023-01-01
user_4212,user_8048,2022-01-18
user_8749,user_9892,2022-12-15
user_8749,user_3718,2023-10-26
user_8749,user_7865,2023-09-07
user_8749,user_9346,2022-06-15
user_8749,user_5998,2023-08-16
user_9185,user_2336,2022-04-04
user_9185,user_9912,2023-10-28
user_9748,user_4696,2023-01-19
user_5915,user_8668,2023-11-12
user_5915,user_4770,2023-05-21
user_5915,user_5254,2022-11-15
user_5915,user_7420,2022-08-10
user_1781,user_9170,2022-03-26
user_1781,user_5129,2023-09-25
user_1781,user_5180,2022-01-21
user_1983,user_6182,2023-08-30
user_1983,user_7451,2022-10-14
user_1983,user_7467,2022-03-19
user_1983,user_3991,2023-10-19
user_6483,user_8354,2023-08-12
user_6483,user_1940,2022-07-17
user_6483,user_7973,2023-09-20
user_6483,user_1294,2023-03-18
user_5222,user_5843,2022-11-10
user_2986,user_8615,2023-06-30
user_2986,user_8301,2022-05-07
user_4259,user_3153,2022-12-12
user_4259,user_9848,2023-03-22
user_3859,user_4467,2022-05-23
user_3859,user_2524,2023-05-02
user_3859,user_9884,2022-05-08
user_3859,user_2325,2022-05-22
user_3859,user_2974,2023-02-16
user_9363,user_2974,2022-05-06
user_8598,user_5912,2023-02-06
user_8598,user_1699,2022-10-11
user_8598,user_9468,2022-08-19
user_8598,user_7907,2022-02-08
user_6527,user_2678,2022-04-08
user_6527,user_8381,2022-12-08
user_6527,user_4460,2022-01-09
user_6527,user_8063,2022-11-02
user_7631,user_1102,2022-10-22
user_6629,user_4805,2023-10-16
user_6629,user_4444,2023-08-28
user_6629,user_8601,2022-08-29
user_5773,user_6728,2022-08-26
user_5773,user_9873,2023-05-17
user_7479,user_6523,2023-05-17
user_9535,user_4641,2022-03-24
user_9535,user_3769,2022-04-04
user_5122,user_5716,2022-02-22
user_5122,user_2297,2022-09-16
user_5122,user_7031,2023-10-02
user_5122,user_4444,2022-11-09
user_5122,user_3604,2023-08-15
user_2565,user_1894,2023-06-17
user_2565,user_7502,2022-01-01
user_2565,user_3939,2022-04-02
user_2565,user_5259,2022-02-01
user_1881,user_4834,2023-04-15
user_1881,user_1205,2023-11-04
user_1881,user_2615,2022-01-17
user_1881,user_5292,2023-09-07
user_3544,user_1785,2023-09-15
user_6068,user_7251,2022-10-27
user_6068,user_6683,2023-08-01
user_6068,user_7823,2023-09-05
user_8260,user_1004,2023-12-03
user_8260,user_8422,2023-07-02
user_9630,user_5376,2022-09-17
user_9630,user_2269,2023-06-11
user_9630,user_1970,2022-02-17
user_9630,user_9561,2023-09-27
user_9630,user_4797,2022-02-20
user_8654,user_3034,2023-08-30
user_8288,user_7486,2022-01-17
user_8288,user_9342,2023-03-14
user_8288,user_2043,2022-10-09
user_8288,user_3963,2022-09-10
user_8288,user_2570,2022-12-21
user_3900,user_9070,2022-01-20
user_3900,user_3268,2022-05-28
user_6073,user_8745,2022-06-12
user_6073,user_4747,2023-12-08
user_4721,user_7499,2022-12-02
user_4721,user_3694,2022-08-03
user_4721,user_5213,2023-02-21
user_4721,user_2645,2022-01-02
user_5973,user_9315,2022-01-09
user_5973,user_9105,2022-12-20
user_5973,user_7409,2023-06-22
user_5973,user_1356,2022-12-18
user_5973,user_5116,2022-04-13
user_3233,user_4511,2022-01-04
user_3233,user_8531,2022-08-12
user_3233,user_9851,2023-04-09
user_8816,user_7523,2023-06-08
user_8816,user_2194,2023-11-04
user_8816,user_5787,2023-12-16
user_5799,user_3810,2023-03-28
user_9981,user_4027,2022-07-28
user_9981,user_7170,2022-08-17
user_8161,user_3596,2023-01-09
user_8161,user_6132,2023-10-20
user_8161,user_7997,2022-03-08
user_8161,user_3067,2022-11-11
user_7385,user_4169,2022-01-02
user_7385,user_5985,2023-05-25
user_7385,user_2644,2022-09-20
user_2297,user_4806,2022-12-06
user_2297,user_4952,2022-01-31
user_2297,user_2286,2022-01-26
user_2297,user_3868,2023-08-18
user_9464,user_6073,2022-03-26
user_9464,user_8727,2023-10-06
user_9464,user_7563,2023-05-30
user_9464,user_9849,2022-05-09
user_9464,user_8678,2022-12-18
user_5664,user_6983,2023-02-21
user_5404,user_7332,2022-04-13
user_5404,user_5683,2022-01-19
user_5404,user_7688,2023-06-10
user_5404,user_7367,2023-07-22
user_5404,user_6740,2022-09-22
user_3988,user_2562,2022-04-05
user_3988,user_6185,2023-12-25
user_3988,user_3342,2022-04-14
user_3988,user_1657,2023-11-24
user_8460,user_7487,2023-05-21
user_8460,user_8992,2022-10-21
user_8460,user_7078,2022-03-21
user_9060,user_8773,2023-09-27
user_3492,user_1555,2023-01-25
user_3492,user_5533,2023-06-04
user_4046,user_2671,2022-08-18
user_4046,user_2929,2022-06-26
user_4046,user_2373,2023-08-17
user_4046,user_6188,2023-06-19
user_4046,user_1662,2023-11-13
user_3048,user_5095,2022-04-23
user_3048,user_3096,2023-10-25
user_3048,user_2511,2022-02-26
user_4814,user_5146,2022-06-30
user_4814,user_3634,2023-08-17
user_4814,user_5049,2022-03-23
user_9086,user_9902,2022-11-18
user_9086,user_7563,2023-03-05
user_9086,user_5331,2022-02-13
user_9086,user_2138,2022-12-05
user_6104,user_5260,2023-03-27
user_6104,user_8743,2023-03-16
user_6104,user_1637,2022-09-18
user_1918,user_9670,2023-07-09
user_1918,user_4943,2022-06-21
user_1918,user_1643,2023-07-01
user_1918,user_1245,2023-12-14
user_1918,user_4215,2023-04-24
user_2169,user_4747,2022-04-11
user_2169,user_1907,2022-08-06
user_2169,user_9170,2022-09-09
user_4148,user_6773,2023-07-22
user_1206,user_3666,2023-02-16
user_1206,user_4830,2022-09-15
user_1206,user_2080,2022-07-27
user_1206,user_3362,2023-12-24
user_7304,user_1133,2023-01-15
user_7304,user_1200,2022-02-23
user_7304,user_8802,2023-01-22
user_7304,user_3169,2022-02-09
user_7304,user_3414,2023-03-03
user_4263,user_9713,2022-12-04
user_4263,user_5289,2022-03-07
user_4263,user_8071,2022-06-02
user_4263,user_9966,2022-07-17
user_4263,user_6885,2023-03-02
user_9538,user_2410,2022-12-18
user_9538,user_5719,2023-05-18
user_7375,user_3730,2023-04-27
user_7375,user_7408,2022-10-03
user_7375,user_3930,2023-01-16
user_7375,user_8366,2022-12-29
user_3598,user_9103,2023-02-25
user_3598,user_6930,2022-04-19
user_3598,user_5162,2023-11-07
user_3598,user_1485,2023-05-26
user_3598,user_6337,2022-09-02
user_9534,user_1815,2022-12-28
user_9534,user_9363,2023-04-22
user_5895,user_6291,2022-05-28
user_5895,user_5470,2022-10-31
user_5895,user_6050,2022-08-25
user_4568,user_4158,2022-08-15
user_6316,user_2213,2022-05-22
user_6316,user_1075,2023-01-14
user_6316,user_3614,2023-08-11
user_2960,user_5976,2022-08-04
user_2960,user_6424,2023-10-17
user_2960,user_6778,2023-01-05
user_1146,user_5096,2023-08-15
user_1146,user_7266,2023-05-13
user_1146,user_4524,2023-07-10
user_3539,user_8132,2023-03-13
user_5075,user_3855,2023-07-05
user_5075,user_4917,2022-11-08
user_6544,user_6835,2023-03-13
user_6544,user_3939,2022-12-03
user_6544,user_7914,2022-10-06
user_6544,user_2937,2022-11-12
user_6544,user_2434,2022-07-09
user_6824,user_6202,2022-10-02
user_6824,user_7741,2022-06-16
user_6824,user_9503,2022-12-16
user_2759,user_3423,2023-09-06
user_2759,user_9556,2023-06-20
user_2759,user_5278,2023-02-24
user_6189,user_3523,2022-03-17
user_6189,user_2480,2022-05-04
user_6189,user_4464,2023-07-09
user_6189,user_7852,2023-06-15
user_8187,user_7912,2023-03-17
user_8187,user_3569,2023-05-25
user_8187,user_6022,2023-08-21
user_8187,user_1104,2023-03-20
user_7189,user_1860,2023-08-30
user_7189,user_3469,2022-01-18
user_5828,user_8507,2023-02-01
user_5828,user_5766,2023-08-01
user_5828,user_3716,2022-11-08
user_4109,user_5740,2023-08-04
user_4109,user_7742,2023-01-04
user_4109,user_1142,2022-11-07
user_4109,user_3278,2023-05-19
user_4109,user_8504,2022-09-26
user_6696,user_7098,2023-01-26
user_6696,user_9447,2022-10-05
user_6696,user_7705,2022-08-26
user_5510,user_2291,2023-11-22
user_5510,user_9090,2023-01-10
user_5510,user_2761,2022-07-15
user_5510,user_9617,2022-03-14
user_5510,user_7158,2022-10-24
user_3627,user_1640,2022-11-15
user_3627,user_8492,2023-09-15
user_3627,user_6384,2022-01-09
user_3627,user_2387,2023-03-11
user_8362,user_2687,2023-08-19
user_8362,user_4043,2023-04-14
user_9873,user_5232,2022-08-27
user_9289,user_9115,2023-03-19
user_9289,user_3190,2023-03-18
user_9289,user_9442,2022-09-23
user_9289,user_4133,2023-06-11
user_9289,user_3819,2022-05-25
user_1306,user_9202,2023-01-30
user_1306,user_3057,2022-05-13
user_1306,user_7911,2022-06-28
user_1306,user_6403,2023-08-16
user_4912,user_8421,2022-07-14
user_4912,user_7212,2022-07-24
user_4912,user_9368,2023-01-03
user_4912,user_3060,2023-10-10
user_4912,user_6484,2022-05-09
user_5638,user_6321,2022-01-11
user_5638,user_1225,2023-02-03
user_5638,user_5239,2022-09-10
user_5638,user_5822,2022-06-28
user_5638,user_1200,2022-06-08
user_2809,user_7904,2022-03-07
user_1717,user_1190,2023-04-01
user_1717,user_8466,2023-05-17
user_4310,user_9292,2023-05-31
user_4310,user_5610,2022-04-04
user_4310,user_7611,2023-12-22
user_4310,user_4720,2023-10-21
user_4310,user_7248,2022-02-15
user_2617,user_2549,2023-02-04
user_2617,user_8392,2023-07-21
user_9026,user_3182,2022-10-24
user_9026,user_7003,2022-05-05
user_5193,user_4539,2022-03-08
user_5193,user_3282,2023-05-20
user_5193,user_3698,2022-01-07
user_5193,user_2663,2023-01-23
user_5193,user_6648,2022-11-16
user_2161,user_8830,2022-01-02
user_2161,user_9919,2022-07-21
user_2161,user_2336,2022-09-15
user_2161,user_2823,2022-11-15
user_2161,user_2373,2023-01-04
user_2310,user_3903,2023-01-28
user_6913,user_1785,2023-11-03
user_6913,user_6049,2023-03-05
user_6913,user_6152,2022-07-19
user_5355,user_5164,2022-06-05
user_5355,user_9756,2023-03-22
user_5355,user_1743,2023-11-27
user_5979,user_2360,2022-09-22
user_5979,user_1811,2022-08-04
user_9710,user_3327,2023-01-11
user_9710,user_2928,2022-05-11
user_9710,user_2153,2023-03-18
user_9710,user_1603,2022-02-20
user_9710,user_6395,2023-03-13
user_9621,user_3112,2022-03-23
user_9621,user_9598,2022-08-08
user_9621,user_4018,2023-11-19
user_3931,user_8938,2022-04-02
user_3931,user_6104,2022-10-06
user_3931,user_2373,2022-07-21
user_3931,user_5732,2022-02-20
user_3931,user_9747,2023-11-02
user_7802,user_6093,2022-11-24
user_7802,user_1810,2022-08-02
user_7802,user_1130,2023-08-06
user_7802,user_4022,2023-03-22
user_6864,user_7530,2022-11-19
user_6864,user_2180,2023-01-26
user_6864,user_2039,2023-06-08
user_7579,user_5747,2022-08-11
user_9747,user_7652,2023-03-05
user_9747,user_2975,2022-01-10
user_9747,user_2091,2022-11-07
user_9747,user_1354,2022-09-07
user_6163,user_5007,2022-07-27
user_6163,user_1995,2023-04-01
user_4943,user_4551,2022-03-11
user_7145,user_8599,2022-01-23
user_7145,user_8833,2022-07-15
user_7145,user_4273,2022-04-11
user_7145,user_2434,2023-05-13
user_7145,user_8338,2022-11-11
user_6898,user_7957,2023-06-02
user_6898,user_2258,2023-12-03
user_6898,user_8118,2023-06-21
user_1003,user_5947,2022-11-07
user_1003,user_8349,2022-06-25
user_1267,user_7226,2022-03-06
user_1267,user_1923,2022-11-25
user_1107,user_3779,2022-05-15
user_1107,user_1967,2022-05-24
user_1107,user_6624,2022-09-18
user_1107,user_3598,2022-11-06
user_6159,user_4090,2023-02-03
user_6159,user_5106,2022-10-16
user_6159,user_4538,2023-10-13
user_9376,user_8132,2022-08-27
user_9376,user_8185,2023-05-12
user_9376,user_9577,2023-12-11
user_9376,user_4454,2022-07-09
user_3534,user_7231,2022-04-08
user_3534,user_9848,2022-01-10
user_3534,user_3072,2022-06-23
user_3534,user_8349,2022-04-10
user_3534,user_6072,2023-03-09
user_6827,user_2665,2023-01-02
user_6827,user_4236,2022-06-09
user_7014,user_6585,2023-12-28
user_7014,user_5389,2023-12-09
user_5198,user_5112,2022-10-23
user_5198,user_4648,2022-07-13
user_5198,user_1481,2023-02-02
user_5198,user_5361,2023-02-16
user_5198,user_2758,2023-12-07
user_7550,user_2578,2023-02-12
user_6319,user_1992,2022-05-31
user_1612,user_6507,2022-07-05
user_1612,user_1781,2022-07-07
user_7251,user_1942,2023-07-12
